theta,phi,z_true,z_qc,z_qc_std,z_M,z_M_std
0.0,0.7853981633974483,1.0,0.9861083984375,0.010890653860654083,0.994381236890612,0.01134128728487615
0.0,1.5707963267948966,1.0,0.9930419921875,0.001919915809709593,1.0016017288501875,0.001999358077053441
0.0,2.356194490192345,1.0,0.99273681640625,0.001751367006371672,1.0012839255068962,0.0018238350621237688
0.0,3.141592653589793,1.0,0.9926025390625,0.001767813801895082,1.0011440920358483,0.0018409623930750075
0.0,3.9269908169872414,1.0,0.9931396484375,0.0014880039311364085,1.0017034259200408,0.0015495745508001155
0.0,4.71238898038469,1.0,0.99302978515625,0.0017144367177205871,1.0015890167164558,0.0017853766721625584
0.0,5.497787143782138,1.0,0.99234619140625,0.001744906693128308,1.0008771372274838,0.001817107434069397
0.0,6.283185307179586,1.0,0.99287109375,0.001716494015091394,1.0014237589779444,0.0017875190963742957
0.5235987755982988,0.7853981633974483,0.8660254037844388,0.84464111328125,0.006622078331830321,0.8470603190745566,0.006896086657897931
0.5235987755982988,1.5707963267948966,0.8660254037844387,0.84320068359375,0.0052469312403970415,0.8455602872942223,0.005464038736583296
0.5235987755982988,2.356194490192345,0.8660254037844388,0.84725341796875,0.005075773860885566,0.8497807156931291,0.005285799207827409
0.5235987755982988,3.141592653589793,0.8660254037844387,0.8433837890625,0.006060705125187684,0.8457509693001969,0.006311484953351216
0.5235987755982988,3.9269908169872414,0.8660254037844387,0.84495849609375,0.007543022087574229,0.8473908345515794,0.007855137220035361
0.5235987755982988,4.71238898038469,0.8660254037844387,0.84649658203125,0.006412499235886387,0.848992563401767,0.006677835599107759
0.5235987755982988,5.497787143782138,0.8660254037844388,0.846630859375,0.006635955964294713,0.8491323968728148,0.00691053851897315
0.5235987755982988,6.283185307179586,0.8660254037844387,0.84666748046875,0.007588632370750369,0.84917053327401,0.007902634765294242
0.7853981633974483,0.7853981633974483,0.7071067811865475,0.68447265625,0.008754156745855267,0.6802644123816182,0.009116386202510181
0.7853981633974483,1.5707963267948966,0.7071067811865475,0.6810791015625,0.011092494613617011,0.6767304392042204,0.01155147980356582
0.7853981633974483,2.356194490192345,0.7071067811865475,0.68638916015625,0.008601994187656047,0.6822602173774869,0.00895792746269348
0.7853981633974483,3.141592653589793,0.7071067811865475,0.68714599609375,0.006569379198190767,0.6830483696688487,0.006841206939754514
0.7853981633974483,3.9269908169872414,0.7071067811865475,0.68392333984375,0.006418073856226178,0.6796923663636941,0.006683640886061761
0.7853981633974483,4.71238898038469,0.7071067811865475,0.68555908203125,0.009650741227339494,0.6813957922837347,0.010050069552452167
0.7853981633974483,5.497787143782138,0.7071067811865475,0.6849853515625,0.007905546534401911,0.6807983219983476,0.008232662201718748
0.7853981633974483,6.283185307179586,0.7071067811865475,0.6845458984375,0.010522641306058074,0.680340685184008,0.010958047108527049
1.0471975511965976,0.7853981633974483,0.5000000000000001,0.4800048828125,0.010433721801691227,0.46733617237653347,0.010865448293326708
1.0471975511965976,1.5707963267948966,0.5000000000000002,0.47880859375,0.010328771965028623,0.466090383270832,0.010756155842816311
1.0471975511965976,2.356194490192345,0.5000000000000002,0.47784423828125,0.012027064369102291,0.4650861247060318,0.012524720181997833
1.0471975511965976,3.141592653589793,0.5000000000000002,0.48333740234375,0.007708560791928384,0.4708065848852729,0.008027525584119665
1.0471975511965976,3.9269908169872414,0.5000000000000002,0.47889404296875,0.008715395584566956,0.46617936820695344,0.009076021182072389
1.0471975511965976,4.71238898038469,0.5000000000000002,0.47904052734375,0.011910005525471981,0.4663319138117332,0.012402817678086382
1.0471975511965976,5.497787143782138,0.5000000000000002,0.480029296875,0.007425289478165127,0.4673615966439967,0.007732533071267884
1.0471975511965976,6.283185307179586,0.5000000000000002,0.48126220703125,0.00735408649293761,0.468645522150893,0.0076583838492525255
1.5707963267948966,0.7853981633974483,-1.1102230246251565e-16,-0.00084228515625,0.012572768119096713,-0.033407487446768004,0.013093004059192817
1.5707963267948966,1.5707963267948966,0.0,-0.00572509765625,0.012201241174103048,-0.038492340939426745,0.012706104074016698
1.5707963267948966,2.356194490192345,0.0,-0.00511474609375,0.012632509636995932,-0.03785673425284436,0.013155217561338672
1.5707963267948966,3.141592653589793,-7.498798913309291e-33,-0.00621337890625,0.014246400695579604,-0.039000826288692614,0.014835888196553513
1.5707963267948966,3.9269908169872414,0.0,-0.00206298828125,0.010092156990482546,-0.034678700819932684,0.01050975021496639
1.5707963267948966,4.71238898038469,0.0,-0.00518798828125,0.015751950376655204,-0.0379330070552343,0.01640373450525133
1.5707963267948966,5.497787143782138,1.1102230246251565e-16,-0.0068115234375,0.0128941338005785,-0.039623720841543295,0.013427667208331417
1.5707963267948966,6.283185307179586,-2.9995195653237163e-32,-0.00462646484375,0.010439906213531044,-0.037348248903578504,0.010871888603730546
2.0943951023931953,0.7853981633974483,-0.5,-0.47728271484375,0.011483620995484823,-0.5295620669929447,0.011958790211022882
2.0943951023931953,1.5707963267948966,-0.4999999999999998,-0.4805419921875,0.01016637012201704,-0.5329562066992947,0.01058703413710844
2.0943951023931953,2.356194490192345,-0.4999999999999999,-0.4794189453125,0.012486294711816334,-0.531786690395983,0.013002952555672713
2.0943951023931953,3.141592653589793,-0.4999999999999998,-0.47802734375,0.013728433515146044,-0.5303375071505754,0.01429648857256424
2.0943951023931953,3.9269908169872414,-0.4999999999999999,-0.4780517578125,0.00843421291993697,-0.5303629314180386,0.008783203742467889
2.0943951023931953,4.71238898038469,-0.4999999999999998,-0.4799560546875,0.0114443320801255,-0.5323460242801754,0.011917875599108655
