theta,phi,z_true,z_qc,z_qc_std,z_M,z_M_std
0.0,0.7853981633974483,1.0,0.94854736328125,0.023350856646676407,0.9836631490688521,0.025060784044330018
0.0,1.5707963267948966,1.0,0.96146240234375,0.005157319586151767,0.9975239255605555,0.005534977767701715
0.0,2.356194490192345,1.0,0.96224365234375,0.006142849715482327,0.9983623846299974,0.006592675911887291
0.0,3.141592653589793,1.0,0.96239013671875,0.00539875119271463,0.9985195957055174,0.005794088833522411
0.0,3.9269908169872414,1.0,0.96220703125,0.005572106708611895,0.9983230818611171,0.0059801387593359035
0.0,4.71238898038469,1.0,0.9624267578125,0.007857304641142709,0.9985588984743975,0.008432676272294978
0.0,5.497787143782138,1.0,0.96148681640625,0.005215146811484706,0.9975501274064758,0.005597039542474223
0.0,6.283185307179586,1.0,0.96236572265625,0.005395728749718573,0.9984933938595972,0.005790845064252777
0.5235987755982988,0.7853981633974483,0.8660254037844388,0.83013916015625,0.007086001927869772,0.8565841963566333,0.007604892905602521
0.5235987755982988,1.5707963267948966,0.8660254037844387,0.82432861328125,0.008229986586652818,0.8503481570276626,0.008832648825549403
0.5235987755982988,2.356194490192345,0.8660254037844388,0.8247802734375,0.005736607491058047,0.8508328911771834,0.006156685540740281
0.5235987755982988,3.141592653589793,0.8660254037844387,0.824609375,0.009308535902775953,0.850649478255743,0.009990177729156832
0.5235987755982988,3.9269908169872414,0.8660254037844387,0.8239990234375,0.007044720155876817,0.849994432107742,0.007560588168155972
0.5235987755982988,4.71238898038469,0.8660254037844387,0.8261474609375,0.007819283200905875,0.8523001945487059,0.008391870612903203
0.5235987755982988,5.497787143782138,0.8660254037844388,0.82574462890625,0.01190568499404261,0.8518678640910251,0.01277750983829492
0.5235987755982988,6.283185307179586,0.8660254037844387,0.8218994140625,0.008478951165021679,0.8477410733586179,0.009099844484689297
0.7853981633974483,0.7853981633974483,0.7071067811865475,0.6712158203125,0.008152096003808274,0.6860232803400996,0.008749054501568534
0.7853981633974483,1.5707963267948966,0.7071067811865475,0.67069091796875,0.008866983080107872,0.6854599406528191,0.009516291049088313
0.7853981633974483,2.356194490192345,0.7071067811865475,0.67442626953125,0.008529479334864854,0.6894688230785857,0.009154072711591434
0.7853981633974483,3.141592653589793,0.7071067811865475,0.6673583984375,0.010634028375229422,0.6818833886847327,0.011412732845963208
0.7853981633974483,3.9269908169872414,0.7071067811865475,0.67071533203125,0.010310616146240636,0.685486142498739,0.011065637912761401
0.7853981633974483,4.71238898038469,0.7071067811865475,0.6713623046875,0.008896167292611848,0.6861804914156201,0.009547612351691182
0.7853981633974483,5.497787143782138,0.7071067811865475,0.67166748046875,0.009907314969750615,0.6865080144896206,0.01063280395545645
0.7853981633974483,6.283185307179586,0.7071067811865475,0.66614990234375,0.008917854265958732,0.6805863973116907,0.009570887410240219
1.0471975511965976,0.7853981633974483,0.5000000000000001,0.47265625,0.009064577837172537,0.47292366747237347,0.00972835519774107
1.0471975511965976,1.5707963267948966,0.5000000000000002,0.47412109375,0.0093926113749432,0.4744957782275761,0.010080409847116752
1.0471975511965976,2.356194490192345,0.5000000000000002,0.47320556640625,0.014979820355226837,0.47351320900557453,0.01607675678136764
1.0471975511965976,3.141592653589793,0.5000000000000002,0.4710693359375,0.00822503932027491,0.4712205474875704,0.008827339282684098
1.0471975511965976,3.9269908169872414,0.5000000000000002,0.47236328125,0.012081644271336199,0.47260924532133275,0.012966354192725873
1.0471975511965976,4.71238898038469,0.5000000000000002,0.47373046875,0.014242860507843144,0.4740765486928554,0.01528583112651575
1.0471975511965976,5.497787143782138,0.5000000000000002,0.47357177734375,0.01265369962163083,0.47390623669437487,0.013580299788472461
1.0471975511965976,6.283185307179586,0.5000000000000002,0.47279052734375,0.011764830622402944,0.4730677776249337,0.012626341037819079
1.5707963267948966,0.7853981633974483,-1.1102230246251565e-16,0.00531005859375,0.014932416239394328,-0.028645168052089377,0.01602588137548142
1.5707963267948966,1.5707963267948966,0.0,0.006494140625,0.015260644418451215,-0.027374378524967193,0.016378144919259322
1.5707963267948966,2.356194490192345,0.0,0.00059814453125,0.010001292333417643,-0.03370212431465808,0.010733663056754144
1.5707963267948966,3.141592653589793,-7.498798913309291e-33,0.005078125,0.011578330954429537,-0.02889408558832981,0.01242618444510212
1.5707963267948966,3.9269908169872414,0.0,0.00482177734375,0.011397905274486746,-0.029169204970490283,0.012232546624035686
1.5707963267948966,4.71238898038469,0.0,0.00120849609375,0.01603237446615834,-0.033047078166656946,0.017206386913064795
1.5707963267948966,5.497787143782138,1.1102230246251565e-16,0.00133056640625,0.01297382838274068,-0.03291606893705669,0.01392387081329372
1.5707963267948966,6.283185307179586,-2.9995195653237163e-32,0.003125,0.01612332409819169,-0.030990233261933415,0.01730399656918093
2.0943951023931953,0.7853981633974483,-0.5,-0.45257568359375,0.010746530631349274,-0.5200607882825348,0.01153347337329288
2.0943951023931953,1.5707963267948966,-0.4999999999999998,-0.45755615234375,0.012154563176712733,-0.5254059648502238,0.013044612775185625
2.0943951023931953,2.356194490192345,-0.4999999999999999,-0.456689453125,0.012450894725695152,-0.5244757993200622,0.013362643974937227
2.0943951023931953,3.141592653589793,-0.4999999999999998,-0.45985107421875,0.014519908604717956,-0.5278689383667081,0.015583166793070867
2.0943951023931953,3.9269908169872414,-0.4999999999999999,-0.45628662109375,0.010076914122734568,-0.5240434688623814,0.010814822448882346
2.0943951023931953,4.71238898038469,-0.4999999999999998,-0.4571044921875,0.009508824136296447,-0.5249212307007031,0.010205132591105847
